IDJawaban,IDSoal,Soal,Kunci Jawaban,Jawaban,Nilai,Nilai Max,Nilai Akhir,Grade
02006,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Yang dimaksud pemrogaman visual adalah membuat progaman secara visual/ terdapat gambar pada program tersebut,33.33,33.33,10,A
02007,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Kosong,0,33.33,0,E
02008,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,"PEMROGRAMAN VISUAL adalah pemrogaman yang ditampilkan melalui internet atau aplikasi. Pemrogaman visual _dapat berbentuk tabel, data, angka, gambar, dan lain-lain_.",16.67,33.33,5,D
02009,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,PEMROGRAMAN VISUAL adalah suatu kegiatan yang dilakukan saat pembelajaran atau pertemuan yang menggunakan LCD untuk menyampaikan sebuah presentasi atau yang biasanya kita sebut PPT.,10,33.33,3,E
02010,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah cara mengoding/memrogram dengan program dan kode yang sudah divisualisasikan.,23.33,33.33,7,C
02011,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Berupa pengambaran sesuatu,10,33.33,3,E
02012,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,"Kegiatan untuk membuat sebuah animasi 2D dengan melalui kode, blok, dll.",33.33,33.33,10,A
02013,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,struktur kontrol dan grafik,23.33,33.33,7,C
02014,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman secara visual adalah pemograman yang dilakukan secara visual menggunakan alat2 elektronik,16.67,33.33,5,D
02015,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemrograman visual adalah suatu progam untuk melihat visual dari suatu progam yang biasa di sebut blok,33.33,33.33,10,A
02016,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrogaman visual adalah progam yang di gunakan untuk kepentingan pribadi,10,33.33,3,E
02017,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemograman visual adalah pemograman yang berbasic grafik atau blok,33.33,33.33,10,A
02018,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Yang dimasksud pemrogaman visual adalah pemograman yang berbasik pada grafik yang telah diprogram,33.33,33.33,10,A
02019,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah pemrograman yang disalurkan lewat visual.,20,33.33,6,C
02020,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah saat kita membuat program dengan kode-kode tertentu untuk membuat suatu yang berbentuk visual contohnya video.,16.67,33.33,5,D
02021,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,"Program visual adalah kita mebuat seperti animasi kecil di handphone,komputer,DLL",10,33.33,3,E
02022,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman yang berbasis blok. Blok ini adalah semacam struktur kontrol,33.33,33.33,10,A
02023,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Struktur-struktur kode yang disusun dan diubah menjadi sebuah visual,16.67,33.33,5,D
02024,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,progam visual adalah tekno logi tanpa tatap muka seperti zoom,10,33.33,3,E
02025,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adalah penampilan visual atau suatu blok blok atau visual yang telah di progam yang nanti nya menampilkan beberapa visual dalam data data yang diambil,33.33,33.33,10,A
02026,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah program yang memiliki visual,10,33.33,3,E
02027,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adalah tentang beberapa pemograman yang ada di komputer dan yang bisa kita gunakan contoh nya aplikasi google dll,10,33.33,3,E
02028,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah suatu program yang mencantumkan contoh visual agar mudah di mengerti.,16.67,33.33,5,D
02029,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,"pemrogan visual maksudnya seperti instagram,youtube,goggle,dll untuk mencari informasi yang tepat tentang pelajaran,mencari akun media orang lain,bahan masakan dll.",10,33.33,3,E
02030,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,"Pemrograman visual atau bisa disebut dengan blok adalah program yang menampilkan secara visual dan terlihat oleh mata yaitu seperti vidio, grafik, atau gambar.",23.33,33.33,7,C
02031,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman yang menggunakan visual.,16.67,33.33,5,D
02032,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,visual adalah salah satu data yang di gunakan untuk menunjukan progam visual,16.67,33.33,5,D
02033,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,program yang menggunakan visual sabagai pemrogramannya,16.67,33.33,5,D
02034,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,kegiatan pemograman yang digunakan untuk membut animasi atau game yang dapat bergerak dengan dimensi 2D,16.67,33.33,5,D
02035,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemrogaman visual adalah program seperti di exel dll dengan visualisasi,10,33.33,3,E
02036,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemrograman visual adalah pemrograman yang dilakukan secara visual dengan menggunakan alat elektronik/media sosial sebagai sarananya saat melakukan pemrogaman visual.,16.67,33.33,5,D
02037,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemograman visual adalah menambahkan visual agar terlihat lebih bagus.,16.67,33.33,5,D
02038,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adalah vidio/foto visual yang di program,10,33.33,3,E
02039,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Program yang dibuat menggunakan visual,16.67,33.33,5,D
02040,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah suatu program yang disebut juga dengan program yang berbasis blok.,33.33,33.33,10,A
02041,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Jelaskan yang dimaksud denganPemrograman visual !perogam visual adalah perogam dari kejadian nyata di buat animasi atau kartuncara gampang nya program visual adalah menganiamasikancerita yang berupa fiksi maupun nonfiksi menjadi animasi,16.67,33.33,5,D
02042,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,sebuah bahasa pengkodean yang dapat membuat program dengan menyusun elemen visual secara grafis,33.33,33.33,10,A
02043,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,1. Yang dimaksud pemrograman visual adalah Sesuatu yang di gunakan untuk belajar,10,33.33,3,E
02044,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adalah pemograman yang berbasis blok,33.33,33.33,10,A
02045,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman visual adalah cara memrogram secara visual atau biasanya menggunakan blok blok untuk mempermudah seperti contohnya sratch yang menggunakan blok tetapi juga masih ada kode kodenya. Walau begitu pemrograman visual itu lebih gampang atau mudah karena kita tidak perluterlalu ribet atau susah susah mengetik kode kode yang rumit melainkan kita dapat langsung menyusun nysun kode tersebut dalam bentuk blok,33.33,33.33,10,A
02046,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman yang berbasis layar,10,33.33,3,E
02047,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Sebuah pemograman yang menggunakan visual dalam bentuk grafik atau lainnya sebagai sarana pemograman suatu kegiatan atau aplikasi.,33.33,33.33,10,A
02048,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrograman yang memiliki arti berupa gambaran sesuatu,16.67,33.33,5,D
02049,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Kosong,0,33.33,0,E
02050,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adalah pemograman dengan elemen elemen yang disebut blok,33.33,33.33,10,A
02051,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemograman visual adalah terdiri dari banyak elemen-elemen.,23.33,33.33,7,C
02052,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,membuat data melalui program,10,33.33,3,E
02053,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrogaman visual adalah pemrogaman fisik pada Exel,10,33.33,3,E
02054,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Pemrogaman visual adalah pemrogaman yang menggunakan gambaran-gambaran visual dari pemrograman atau progam yang digunakan.,33.33,33.33,10,A
02055,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,Program yang di buat melalui beberapa block untuk menjadi suatu pemrograman visual,33.33,33.33,10,A
02056,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemrograman secara visual adalah pemrograman yang mengandung kode tertentu yang di gunakan untuk kegunaan pemrograman,16.67,33.33,5,D
02057,02,Jelaskan yang dimaksud dengan Pemrograman visual !,Pemrograman visual adalah pemrograman yang berbasis grafik visual. Umumnya perintahnya dibuat dalam bentuk blok.,pemograman visual adlah pemograman yang menggunakan kode kode,16.67,33.33,5,D
